1000 3000
484 729 41
484 497 46
485 799 11
485 576 39
485 823 32
486 764 25
486 693 27
487 492 19
488 800 32
488 493 30
489 754 30
489 621 6
490 697 14
490 590 10
490 996 36
491 716 28
492 698 5
492 798 7
493 817 8
493 867 44
493 808 35
495 599 38
495 626 39
495 844 35
496 915 13
496 572 27
496 784 5
497 941 13
497 772 13
498 673 37
498 978 21
499 884 12
499 909 16
500 893 36
500 638 20
501 955 48
502 733 22
502 876 33
503 799 15
503 631 29
503 725 28
504 781 10
504 933 6
505 827 33
506 742 10
506 939 39
506 966 10
506 807 45
507 809 35
507 737 34
507 795 23
507 719 26
508 630 7
508 569 39
508 543 33
509 859 42
510 685 21
510 740 11
511 534 5
511 853 29
511 864 34
511 741 10
512 526 32
512 611 36
512 962 33
512 943 29
512 827 43
512 700 26
512 925 41
513 944 17
513 591 35
513 552 11
514 824 42
515 517 13
515 717 31
515 931 7
515 535 12
517 532 43
517 591 5
517 762 9
518 726 12
518 734 23
518 783 37
518 611 36
519 893 17
521 918 3
521 698 5
521 796 34
521 573 16
521 977 13
522 937 28
522 965 23
522 707 33
522 602 6
523 594 40
523 910 9
523 798 46
523 534 6
524 942 33
524 927 22
524 851 46
525 841 16
525 811 27
525 843 11
525 876 31
525 913 39
526 656 46
527 592 38
527 648 4
527 976 48
527 797 7
527 910 21
527 964 17
527 958 30
527 767 17
530 909 47
531 575 35
531 532 23
531 992 34
531 777 47
531 712 13
532 635 9
533 836 36
533 688 23
533 984 18
533 699 43
535 592 35
536 620 31
536 994 18
536 901 12
536 845 4
537 937 38
537 603 8
538 794 4
538 766 36
539 696 30
539 701 27
539 752 40
539 891 24
539 677 43
539 868 29
540 633 3
540 744 37
541 615 48
542 983 9
542 723 34
542 984 47
543 610 43
543 752 11
544 618 44
544 654 39
544 994 5
544 899 8
544 545 26
544 931 26
545 823 22
545 686 10
546 593 11
547 861 15
547 831 11
547 716 38
547 567 16
548 602 18
548 681 44
548 962 3
549 750 44
549 746 48
549 967 44
550 793 45
550 881 17
550 586 17
551 701 27
551 679 9
551 759 20
552 856 9
553 784 34
553 873 20
554 725 10
554 923 46
554 972 18
557 669 21
557 979 20
558 606 25
559 639 27
559 667 20
559 565 5
559 779 15
560 713 22
560 833 15
561 930 28
561 992 48
562 707 26
563 928 25
564 684 11
564 734 31
566 697 39
566 608 43
567 568 46
567 848 38
567 817 37
568 616 22
568 984 21
569 634 9
569 827 8
569 932 8
569 623 4
570 617 44
570 724 12
571 810 4
571 965 15
572 842 17
573 713 25
573 581 47
573 723 33
573 689 48
574 658 18
574 802 44
574 756 9
575 670 37
575 729 21
575 822 44
575 646 17
576 919 40
577 836 40
577 980 43
577 914 30
578 994 8
578 767 39
578 974 43
578 882 44
579 850 23
579 975 4
579 712 35
579 625 42
580 608 44
582 936 28
583 900 28
583 922 4
583 798 39
583 857 27
584 752 11
584 772 38
586 925 27
586 916 15
586 609 14
588 684 10
588 639 23
588 700 43
589 695 18
589 631 21
589 665 42
589 742 17
592 653 39
592 665 28
593 624 11
594 612 5
594 753 19
595 872 37
595 861 6
595 890 29
596 906 17
597 884 28
597 719 10
597 881 28
598 721 37
598 925 7
599 633 13
599 943 12
599 781 16
600 783 30
600 774 28
602 641 16
602 900 28
602 763 41
602 792 16
603 739 40
603 897 11
603 822 25
604 662 27
604 652 42
604 815 5
605 655 47
605 664 39
605 993 28
606 860 22
606 888 33
607 783 9
608 644 17
608 718 40
608 741 4
609 735 24
609 869 37
610 687 23
611 889 21
612 926 5
612 895 10
612 625 11
613 704 16
613 928 39
613 717 39
613 747 23
614 623 31
614 875 41
614 682 19
615 880 12
616 730 3
617 710 17
617 792 43
617 859 6
619 647 10
619 785 47
620 714 23
620 733 2
621 679 23
621 990 14
621 776 8
623 933 37
623 948 31
624 727 43
624 820 7
624 838 31
624 760 34
624 948 13
624 917 26
625 993 28
626 657 24
627 698 33
627 782 14
627 952 28
628 669 20
628 852 29
628 948 45
629 961 2
629 715 23
629 866 31
631 696 42
631 893 22
632 817 12
633 997 46
633 866 5
634 976 17
635 989 38
636 998 35
637 886 19
637 982 38
637 796 41
639 699 43
639 950 46
639 645 2
639 845 30
640 697 3
641 837 15
641 651 39
642 668 34
643 918 27
643 962 15
644 778 15
644 998 31
644 870 32
644 899 33
645 667 14
645 842 16
646 769 13
646 770 31
647 828 6
647 916 48
647 958 16
647 977 7
648 695 20
648 766 44
648 696 31
649 688 47
649 758 31
649 941 36
650 786 4
650 806 43
651 853 32
651 806 9
652 938 26
652 881 18
652 755 21
653 737 46
654 658 29
654 912 33
654 838 14
655 865 15
655 809 46
656 945 19
656 947 42
658 799 48
658 927 46
659 676 5
659 962 31
659 820 9
660 780 17
661 781 18
662 995 13
663 701 39
663 772 7
664 996 30
664 780 37
665 715 10
665 974 44
665 825 33
666 748 10
667 773 16
667 858 25
667 709 23
667 934 11
668 868 19
669 812 19
669 907 33
669 746 15
670 888 13
673 932 10
674 708 35
674 993 35
674 851 16
674 901 30
674 767 17
675 710 22
676 805 26
677 806 19
677 874 37
678 801 14
679 989 30
679 780 6
680 706 36
680 802 36
681 830 34
681 911 25
682 720 47
682 850 44
682 710 42
683 963 5
684 725 42
685 756 15
687 894 19
687 789 24
687 721 2
687 747 8
688 795 6
688 872 25
688 757 41
688 691 37
688 881 13
689 966 30
690 739 33
691 705 27
691 714 37
692 714 4
693 811 40
694 768 39
694 697 12
694 934 39
695 807 37
695 740 25
697 984 2
697 989 41
697 918 15
698 881 37
699 844 8
700 892 43
701 940 41
701 721 16
701 800 20
702 867 9
702 823 23
703 750 35
703 997 42
704 817 26
704 714 12
705 741 26
705 899 13
707 715 32
707 972 10
707 994 36
709 833 42
710 998 20
710 915 14
710 961 36
711 939 33
711 896 43
711 713 19
711 971 11
712 950 32
714 800 43
715 820 28
716 766 19
716 775 15
717 853 23
717 825 28
719 812 24
719 733 7
720 910 44
721 786 22
723 754 11
725 789 37
725 960 26
727 828 34
727 982 10
728 805 10
729 749 38
729 954 21
730 758 37
730 834 10
731 831 20
731 966 24
733 823 15
733 857 34
733 891 43
733 858 26
735 894 5
735 890 15
735 776 10
736 937 17
736 968 45
737 760 9
738 994 10
738 900 12
739 802 23
740 862 5
740 965 47
740 990 41
742 743 42
744 845 12
745 858 33
745 920 42
747 835 12
747 894 30
747 974 47
748 804 30
748 962 13
749 940 14
750 925 35
753 790 14
755 827 15
756 948 45
757 838 46
757 898 2
758 965 44
761 835 22
762 933 40
762 835 42
763 791 8
766 984 10
768 879 29
768 931 21
768 946 44
769 939 42
769 958 35
770 784 40
770 950 38
770 969 40
770 809 21
773 787 5
773 997 35
774 910 29
774 888 39
774 985 25
776 902 46
779 782 31
780 909 18
781 806 24
782 920 46
785 813 26
785 984 29
787 808 21
787 922 24
787 977 15
788 859 5
788 892 16
789 797 27
790 943 6
793 882 12
793 858 40
795 938 27
796 884 6
796 835 7
801 822 47
801 964 12
801 969 26
802 979 31
803 925 24
804 998 9
804 851 37
804 819 3
807 811 19
807 863 7
808 856 12
808 869 3
809 946 7
810 971 41
810 991 11
811 871 4
812 993 38
812 896 44
813 958 21
814 859 24
817 846 40
819 921 34
819 999 5
820 884 20
825 904 20
826 966 42
826 992 7
826 958 8
827 852 8
830 916 14
831 911 4
831 862 21
834 914 25
835 848 35
837 924 10
837 984 10
838 973 13
839 853 3
840 959 21
840 872 2
841 913 43
841 904 35
843 886 13
846 981 44
849 871 47
851 887 41
855 884 7
856 962 34
856 987 19
857 885 47
857 915 17
859 949 7
859 962 19
861 978 12
861 887 47
862 874 34
864 980 30
865 967 6
868 981 37
870 919 7
870 973 10
871 995 12
872 938 26
875 984 25
876 906 11
880 978 29
882 914 44
882 882 7
883 995 28
883 973 19
886 890 19
890 908 23
890 911 10
891 982 47
892 931 27
893 963 38
908 956 23
919 985 24
920 986 28
923 959 23
941 964 8
943 983 11
945 952 15
945 973 8
953 978 12
957 967 37
960 982 37
970 991 44
973 992 31
989 999 22
