10000 20000
756 3041 12304
756 9789 197901
756 5388 126521
757 2220 40377
757 2357 155216
757 3529 3503
757 5591 2064
757 4477 24532
757 7103 43037
757 1184 94982
758 3275 103927
759 1126 128818
759 1718 197481
759 3125 145944
759 4177 12367
759 7859 184699
759 3454 171084
759 3113 149682
760 891 138266
760 1377 205544
760 2139 184002
760 3056 208366
760 9532 169083
760 1665 37252
761 937 8132
761 1834 34102
761 5420 193485
761 3334 40326
762 3421 103625
762 3582 109083
762 6775 119740
762 4028 5325
762 6116 166200
763 1521 184798
763 6187 130945
764 801 132233
764 9986 10416
765 1177 155130
765 9741 112123
766 2414 41190
766 4507 144111
766 4497 212390
766 4708 190715
767 1064 20723
767 1527 143875
767 8123 72248
767 6353 159938
767 6943 176048
767 5985 199174
768 1569 43956
768 1579 89747
768 5069 204122
769 1015 10175
769 2607 206289
769 5351 151214
769 6040 96373
769 7321 169732
769 7912 25803
769 6571 163846
769 5517 211829
770 1302 100634
770 2354 29536
770 4651 105209
770 9144 133981
770 9990 82456
771 840 151402
771 1788 199223
771 3400 134656
771 7311 163643
772 2083 122771
772 2225 117140
772 4096 94063
772 6512 73465
772 1991 61114
772 9000 114763
773 784 175570
773 1636 182220
773 4112 152625
773 9697 2484
773 5403 125755
773 9216 66939
773 9807 53767
773 7525 88463
773 1944 114748
774 1216 163215
774 2805 54731
774 8743 67573
774 4945 66405
774 9878 108873
774 8806 136325
775 2291 22005
775 4862 55141
775 5331 124133
775 7047 178856
775 1812 191980
775 8083 84918
775 9064 156103
776 2488 161666
776 4739 1905
776 4934 187531
776 5430 172938
776 2003 142504
777 7222 173754
777 5417 5479
777 4775 120541
778 1038 40584
778 4355 11715
778 7802 126715
778 8196 59955
778 8944 162324
778 3666 124072
778 3674 61689
779 810 100657
779 1291 204138
779 5578 19303
779 5985 199333
779 3916 169878
780 1544 213355
780 2137 65076
780 2223 6042
780 2426 157105
780 3372 193267
780 4418 88662
780 7893 200849
780 6274 100685
780 6696 197664
781 1165 73367
781 6297 16243
781 9600 98703
781 2561 73288
782 1655 21834
782 8160 171322
782 3853 26249
782 8960 147644
782 1358 38462
782 6095 20600
782 1120 141047
783 1436 197731
783 1492 123788
783 4124 136620
783 4977 85294
783 5917 72123
783 973 124504
784 859 17715
784 1000 138842
784 2903 93590
784 3980 192082
785 854 26866
785 2219 198402
785 2893 36096
785 3657 16608
785 6814 131511
785 9522 18808
785 7197 118082
786 2400 41673
786 5290 158941
786 6923 138384
786 9371 196018
786 9092 146938
787 1292 136782
787 1388 9007
787 7534 102262
787 7923 65232
787 7390 104572
787 5206 181622
788 833 80922
788 1112 55563
788 1915 99675
788 6170 67782
788 9543 76454
789 6452 66778
789 9996 14775
789 7576 203290
790 3924 43595
790 6164 73349
790 7359 161069
790 3859 119274
790 4398 176448
791 2613 58898
791 4825 110362
792 2552 157372
792 3791 185506
793 1078 181222
793 2464 4064
793 7443 169582
793 4775 28464
794 2841 90664
794 3700 102313
794 1484 145823
794 8015 72158
795 4074 89598
795 5809 156679
795 1625 162441
795 4263 20893
796 1075 202768
796 3882 92564
796 4799 105507
796 6239 33132
796 7396 99612
796 2025 191891
796 7450 44032
796 3506 169774
797 1435 169543
797 2064 88934
797 2511 50101
797 6127 41907
797 6746 51484
798 1505 122205
798 1711 103786
799 805 130774
799 4018 196385
799 7137 171836
799 9926 63710
799 8571 85493
800 2170 17101
800 4508 172517
800 2011 13899
801 883 67327
801 947 135284
801 5521 135296
801 6027 143250
801 8646 56981
801 5357 97378
801 5185 168283
802 1794 68010
802 2274 498
802 4632 205925
802 8218 61781
802 5194 20711
803 2675 59432
803 3780 57141
803 7564 138092
803 7292 137653
803 829 114190
803 4291 34184
803 5460 186411
804 1329 43679
804 8895 49570
805 1638 46430
805 3318 179359
805 1890 156810
805 1406 112584
805 7217 12727
806 6519 61085
806 8368 108651
806 3904 188161
806 936 94332
807 2088 206685
807 9285 61646
807 5934 48849
808 2487 179962
808 3942 32156
808 4035 32571
808 3212 129675
808 8852 48686
809 1328 99841
809 6370 41368
809 4411 156533
810 1747 98452
810 3090 131948
810 4572 125127
810 9051 154444
810 7195 140583
810 9477 144224
811 1913 114106
811 2332 25879
811 8258 183727
811 7260 194532
812 2385 77444
812 2952 192739
812 3741 156036
812 6359 147700
812 8151 26766
812 9458 157086
812 3684 4676
812 5100 53903
812 4052 181395
813 1331 153081
813 2089 5932
813 2755 7734
814 1686 113424
814 1698 58288
814 2047 62474
814 4978 79231
814 9392 5455
815 2700 184249
815 5182 72785
815 8140 201244
816 1525 103782
816 2579 115764
816 7845 148894
817 6483 132656
817 3465 123566
818 7499 161572
818 1539 892
818 9791 172241
818 6168 18998
818 3499 208779
819 1006 160576
819 7039 55705
819 5297 36131
819 3484 112055
820 1451 113353
820 2781 95935
820 3528 150546
820 4801 14285
821 3181 112020
822 1155 23693
822 1340 71709
822 2218 115736
822 2303 117206
822 8520 31696
822 1501 201796
823 2373 30078
823 2466 142265
823 3009 4571
823 5363 107345
823 2027 176487
824 3398 73375
824 3511 167376
824 4107 102976
824 8411 41361
825 1002 129123
825 2151 50139
825 2708 182848
825 3165 10377
825 3962 122551
825 7617 6
826 2107 103835
826 3428 158955
826 4656 210215
826 2133 17234
827 1058 57308
827 5038 199605
827 6238 19773
827 6720 7178
828 2341 116571
828 5607 204567
829 5395 73429
829 5143 73549
830 2246 120580
830 6475 206035
830 9242 148970
830 2033 49218
831 1312 98981
831 1545 141373
831 2847 196362
831 6462 105315
831 9480 198569
831 9252 105755
832 5671 120303
833 1094 117951
833 1998 60694
833 3979 139862
833 6508 80929
833 8553 140166
833 3120 28795
833 8108 38931
833 4295 147422
833 4132 40891
834 2228 117761
834 3438 76607
834 8224 201398
834 3781 114049
835 3418 23228
835 9727 110739
835 6397 91835
836 1047 199540
836 4651 111335
837 3239 18112
837 5523 25400
837 6614 19409
837 1240 3752
837 7582 155069
838 2575 125393
838 3475 192631
838 7722 159721
838 1788 142568
839 3196 143847
839 8237 23424
839 4326 554
839 2633 33205
840 1348 85189
840 3988 570
840 5101 31766
840 8288 59375
840 4878 79424
841 1384 2563
841 6473 200911
841 3412 103068
842 3373 149315
842 5313 62955
842 7526 144321
842 1453 134334
843 5306 1003
843 6020 49787
844 2498 160809
844 8349 208187
844 4601 87113
844 8965 20594
845 1306 16836
845 2251 88428
845 4084 83582
845 4965 42403
845 5073 32289
845 8179 64970
846 1439 6092
846 2264 68579
846 4029 204210
846 6595 63448
846 7388 127968
847 995 33226
847 3647 144551
847 8886 165149
848 3610 87919
848 5061 27405
848 7778 159060
848 1310 34660
849 1342 104688
849 1410 50727
849 3117 80443
849 7065 18919
849 4513 208017
849 1113 72357
849 2865 179241
850 2355 166821
850 8379 4057
850 7307 121844
851 965 101514
851 2901 146867
851 3118 114453
851 3547 172466
851 3732 190695
851 9278 3866
851 3664 73025
851 4348 196417
852 862 124498
852 3239 152123
852 7625 198583
852 7618 207496
853 9966 206787
853 9582 56695
854 8567 205302
855 1943 194946
855 3569 62522
855 6328 40657
855 9385 147644
855 5159 181791
855 4536 29956
855 3161 108963
856 3488 76131
856 9750 135797
857 858 69533
857 1060 186565
857 1250 199534
857 1324 200267
857 5562 77354
857 7940 75
857 6157 128910
857 8514 163956
857 943 191259
858 890 205363
858 1033 151959
858 2176 200777
859 1708 14548
859 2027 102630
859 4841 105394
859 1558 105770
859 9701 20428
859 4525 71674
860 1005 180035
860 1890 205906
860 6589 110802
861 3718 213857
861 7421 192985
861 1150 41070
862 896 69541
862 2097 105848
862 2267 77440
862 9560 136453
862 9417 152902
862 6278 28946
863 1278 24531
863 2309 100684
863 2812 61364
863 3627 63315
863 6234 107043
864 7834 15316
864 7698 75611
865 2888 112107
865 2930 101484
865 7546 194790
865 4391 189960
866 1256 131151
866 4146 69642
866 5674 153870
866 3466 191301
866 2074 180201
867 2132 181563
867 6629 199960
867 4312 192512
868 2537 35744
868 2782 36832
868 2665 183151
868 2124 93038
868 6988 50750
869 1616 134047
869 2557 153390
869 4113 109615
869 9557 31013
869 1093 66215
870 1303 186197
870 6552 106678
870 4032 91597
871 1187 57555
871 1338 200314
871 2222 62419
871 2569 169542
871 4399 199360
871 8052 142710
872 3530 14184
872 3589 18511
872 8746 148627
872 7462 214499
872 4165 196747
872 8548 70298
873 897 152493
873 6378 203513
873 4844 65444
874 931 50058
874 1192 12140
874 1974 126652
874 2983 58962
874 8825 48139
874 8493 171157
875 1898 198206
875 2212 161917
876 951 42821
876 1341 134512
876 4106 124556
877 5492 34040
877 1213 201790
877 2575 197213
877 2041 194521
878 1374 165717
878 1956 108918
878 2117 189955
878 6107 65595
879 910 40954
879 1026 183430
879 1140 148346
879 7568 170407
879 4516 8144
879 5510 147421
880 2721 76867
881 930 48364
881 1333 191225
881 1514 151994
881 4520 147400
881 7168 33422
881 8800 177201
882 3001 134409
882 9334 205851
883 1199 11169
883 1835 3560
884 2025 25531
884 6774 105334
884 7209 23906
885 6454 94596
885 6812 54092
885 5038 46555
886 2417 180663
886 7889 53749
887 991 188037
887 5971 204893
887 7308 178204
888 1070 185003
888 1271 118626
888 1364 2466
888 6730 118845
888 8095 206658
888 3807 24910
889 2006 144881
889 6118 21839
889 1328 6317
890 4268 4156
890 5133 67964
891 994 67556
891 4078 170321
891 8480 137937
891 8920 205079
891 8507 211980
892 1009 112950
892 5922 153360
892 4057 157135
893 5998 83488
894 1054 125560
894 1335 70408
894 2425 74694
895 1035 159135
895 1977 62434
896 939 122377
896 958 165755
896 5494 82230
896 2459 199491
898 1452 31678
898 8504 13068
898 9337 12211
898 6408 116959
898 2512 136319
898 3086 164815
898 1060 97779
899 5429 67038
899 2265 149740
899 4598 121212
900 9174 98832
901 1061 181300
901 2275 183418
901 4680 177304
901 6541 199074
902 946 123947
902 4839 207430
902 2219 211352
902 9727 128119
902 9617 6548
903 940 195669
903 2512 147925
903 4139 65992
904 1215 60021
904 4173 139699
904 7371 202609
904 1406 63915
904 2369 17322
904 9369 86400
904 2180 82491
904 4177 41394
905 4782 20762
905 6483 177375
905 7870 142904
906 996 170892
906 1645 63541
906 3670 181411
906 5739 200501
906 1497 128846
907 1025 71812
907 2340 103163
907 4756 12090
907 9931 204741
907 9946 98211
907 1038 160105
908 3580 104005
909 6340 159860
909 8185 12113
909 5793 114005
909 5952 42992
909 6689 23672
909 5064 20842
909 2777 204072
909 3471 13476
910 957 165396
910 1365 41762
910 9287 154208
911 3123 35206
911 3248 140658
911 4469 85269
911 9343 96369
912 975 147495
912 2715 26643
912 3075 65742
912 5380 134776
912 7684 11874
913 1239 30456
913 1821 114580
913 2052 85662
913 2271 194045
913 6431 204274
913 7329 86596
913 6308 135782
914 915 149832
914 1824 133467
914 3500 76438
914 3989 94185
914 3296 150314
915 1543 190095
915 1719 207019
915 7122 99985
916 1161 103389
916 2353 88461
916 6509 148424
916 7347 31948
916 5191 79273
917 3005 3863
917 3485 69275
917 9529 123183
917 7020 186314
917 9073 96956
917 7560 200364
918 974 117753
918 1100 22222
918 8614 30131
918 9659 143018
918 5545 76190
919 1850 138226
919 2293 138367
919 2594 169454
919 7368 207971
919 1868 67603
919 6149 20623
920 1176 195440
920 1390 93518
920 9035 97776
921 985 125811
921 2970 110541
921 8738 176602
921 6107 64497
922 2761 124585
922 7886 33110
922 9165 62622
923 1926 16555
923 2009 14510
923 3102 89670
923 9609 169825
924 949 116672
924 1689 15344
924 5748 121993
924 9463 166938
924 9083 86867
924 5662 37800
924 6137 165041
925 4818 9085
926 4128 125450
926 5871 46457
926 1323 58258
926 8858 43359
927 6596 50668
927 8076 172747
928 1756 55122
928 3744 50781
928 4932 114946
928 4946 102219
928 6521 120550
929 3747 88967
929 4742 152649
929 5976 125783
929 3955 19669
930 1169 2726
930 4120 50383
930 2719 130275
930 9578 67005
931 1066 91204
931 1181 56461
931 5782 207077
931 7363 28366
931 1397 47644
931 2198 68149
931 5442 24913
931 7360 19043
931 9408 141192
932 968 143165
932 3966 173424
932 6778 104074
932 6493 197248
932 2561 212535
932 3151 110888
933 3274 77202
933 6422 110598
933 2676 64783
934 2001 58265
934 2961 204574
934 3653 63681
934 7740 68702
934 2571 209387
935 8797 107204
935 4401 19135
936 2304 162313
937 1071 34177
937 2230 153442
937 7000 47666
937 2875 155420
937 2597 115688
938 1063 5451
938 5734 129668
938 6862 27440
938 4777 110643
939 6373 101704
939 9140 166015
940 1823 160324
940 6967 204675
940 8335 59711
940 1483 68964
940 1393 91987
941 9683 143574
941 6106 180411
941 4630 111028
942 5627 57710
942 2093 124982
942 1449 84597
943 1128 90277
943 1290 91707
943 1422 185575
943 1807 110476
943 2860 107067
943 3933 94168
943 5189 33849
943 6403 192502
943 9069 194479
943 7255 121387
943 1721 59219
944 2714 64419
944 4792 120696
944 2810 27057
944 7987 33617
945 3338 23542
945 9947 177094
945 7575 20337
945 3550 199647
945 7512 141559
945 2795 3741
946 3667 199079
946 4939 147273
946 5015 29671
946 8395 3092
946 2758 166380
947 3534 168401
947 5899 148810
947 1086 30395
947 1392 193670
948 1355 33721
948 2572 59462
948 4850 156034
948 1417 116669
949 2177 176613
949 4056 163048
949 7422 8847
949 7948 193987
949 5815 194521
949 3336 39028
950 1150 77779
950 8897 38189
950 1302 196799
950 7225 142878
951 1041 199040
951 1186 71626
951 2026 124941
951 3092 75247
951 3208 210395
951 7388 50846
951 3068 116762
951 8603 90073
951 5820 57899
952 2396 213299
952 3404 1671
952 6862 156152
952 8717 120742
952 6385 9407
952 7195 28726
953 970 114304
953 1510 55636
953 1796 29091
953 3130 213885
953 2168 132537
953 6089 199989
954 989 76931
954 3224 42366
954 6377 202054
954 9357 210166
954 2171 42578
954 9884 160147
955 7109 41819
955 8155 378
955 1023 104570
955 7326 126
956 1842 85926
956 3717 166374
956 4356 171155
957 3611 132927
957 3950 207882
957 9627 146255
957 8275 155474
957 3604 96726
959 5908 108600
959 3723 170863
959 3929 182420
960 3778 126881
960 9359 51086
960 2440 172955
960 4947 192381
961 1679 214267
961 1901 63687
961 4224 204421
961 8365 4409
961 4224 50315
962 5742 46594
962 7693 76658
962 9089 143518
962 5578 104103
962 9575 1586
963 1228 179245
963 4331 65204
963 5816 195310
963 4630 106928
964 3504 77147
964 4195 12031
964 5347 70859
964 3360 55699
965 9347 120281
965 3458 2903
966 2548 15719
966 3907 202135
966 2456 8105
967 5977 52792
967 1720 181643
967 4166 166020
968 1263 124052
968 2459 202139
968 9858 186884
968 8039 46846
968 7049 172048
969 2949 192534
969 7726 157997
970 1323 128878
970 5168 81485
970 5655 12267
971 1744 104233
971 3270 139843
971 5260 122673
971 8585 146373
971 8149 15567
971 1837 147999
972 1083 78520
972 4675 149294
972 3080 117491
972 9064 126879
972 5707 167969
973 1014 113608
973 1152 74371
973 1158 111022
973 5582 148230
973 5585 203107
973 5810 166522
973 8383 180239
974 1397 166939
974 9665 133324
974 5373 101450
974 7107 8088
975 1139 52036
975 3527 164261
975 2189 82116
976 1240 38708
976 1725 115855
976 4155 148089
976 4342 96323
976 6208 158632
976 7381 71973
976 7650 40372
976 9349 69799
976 2181 162214
977 1283 23096
977 1353 77487
977 1770 193587
977 2165 79888
977 8880 614
977 3743 55370
977 2992 189909
977 5468 195381
978 1334 184010
979 6718 199850
979 8476 68145
979 7172 192303
979 1526 178148
979 9152 124073
980 2185 134251
980 5928 207760
980 7349 139034
981 3153 208053
981 3462 120410
981 1536 112320
981 5325 2170
982 1224 127201
982 4920 147354
982 1609 125791
982 2450 123991
983 2434 56940
983 5470 146681
983 7516 133199
983 2663 186374
983 7452 87587
983 5593 160122
984 1319 114917
984 2182 173049
984 2881 63910
984 6686 16788
985 1493 53428
985 2759 186316
985 5264 57194
985 1507 44423
985 6285 56600
986 1049 145840
986 1252 92298
986 1343 75696
986 6769 147858
986 7127 74403
987 3669 80472
987 9386 197308
987 3372 53278
988 4242 185894
988 5266 201636
989 1205 148569
989 1385 62225
989 2535 54042
989 3449 156973
989 1874 130816
989 1287 182478
990 1478 181125
990 1886 136670
990 3448 1294
990 7828 96019
990 4960 33038
991 1777 204047
991 2543 148798
991 3387 9667
991 3559 202045
991 8733 103378
991 7256 174416
992 3592 155440
992 5993 108871
992 6992 91345
992 9147 101870
993 2897 90705
993 3442 113320
993 6801 134674
993 2845 195125
993 9897 15894
994 3331 134810
994 5555 85082
995 1520 71247
995 4564 53496
995 3341 151146
996 1467 54726
996 1246 113420
996 1487 186904
996 4814 112794
997 4794 174135
997 8764 42321
998 2345 105590
998 3306 24927
998 4556 199689
998 5424 98268
998 3755 100440
999 1254 185379
999 1576 2072
999 5193 85260
999 7764 149347
999 9538 129592
999 7092 119210
999 1237 82170
999 1661 99361
1000 1127 181793
1000 1635 141681
1000 2363 34980
1000 3930 178607
1000 4550 92513
1000 9413 160000
1000 7023 178602
1000 4422 214338
1000 9521 165512
1000 1862 165488
1001 1640 67391
1001 6680 136135
1001 6733 11484
1001 1768 88907
1002 2816 3696
1002 4176 167932
1002 1781 62238
1002 5476 212179
1003 4896 151887
1004 1498 114442
1004 3843 101273
1004 3469 174022
1005 1540 85977
1005 6607 118939
1005 7703 187667
1005 1099 168665
1005 9834 107268
1005 7037 136552
1006 2055 303
1006 2725 18422
1006 4576 57537
1006 3320 28140
1006 7049 96728
1007 2920 197997
1007 5725 31000
1007 2611 134888
1007 9421 68735
1007 7323 46446
1007 4518 133933
1008 1298 101663
1008 8893 200725
1008 2042 153263
1008 5542 209669
1008 5274 81979
1009 1738 169296
1009 5265 28941
1009 1147 25618
1009 9512 21983
1010 4790 45243
1011 1990 187399
1011 2155 198585
1011 3164 61779
1011 3927 14357
1011 6799 65405
1011 3792 210724
1012 1472 148452
1012 2282 8045
1012 2809 83046
1012 4307 66417
1012 9590 19167
1012 4385 45219
1012 2961 20245
1013 1118 11979
1013 2338 206033
1013 1942 31956
1014 2393 25557
1014 9281 126955
1014 4216 181609
1015 6006 103469
1015 7345 28926
1015 7249 107735
1016 2308 35686
1016 4320 120396
1016 9357 139957
1016 9668 20645
1016 9898 94716
1016 4080 187557
1017 1164 142912
1017 2731 12067
1017 7881 38669
1017 9650 187364
1017 9983 55141
1018 5507 126395
1018 3124 143105
1018 5819 207391
1018 6123 94308
1019 8915 165835
1020 1170 191426
1020 1749 205344
1020 2093 94062
1020 2416 204864
1020 2887 98288
1020 4290 75868
1021 5677 126560
1021 5428 53769
1022 8135 7221
1022 9071 151837
1023 8207 4566
1023 1139 49112
1023 2657 74073
1023 7967 43481
1024 3842 60588
1024 2250 199761
1024 8731 188187
1024 3937 101383
1024 7374 198844
1025 6655 22904
1025 7336 41382
1026 6154 58120
1026 6457 168729
1026 9365 86242
1027 2179 8635
1027 3268 40598
1027 4881 123492
1028 1404 167218
1028 3664 137096
1028 4514 120742
1028 7970 162764
1028 1956 124886
1028 9991 167338
1029 1414 194442
1029 2563 172082
1029 4442 14492
1029 6275 30888
1029 8245 53951
1029 2450 76255
1029 4865 37365
1030 2295 186482
1030 8734 64244
1031 2638 165524
1031 3375 197802
1031 5247 57677
1031 7611 77862
1031 2156 199175
1031 4045 167283
1032 3565 197773
1032 7070 97903
1032 9923 10652
1033 1189 167721
1033 1661 24006
1033 8955 60910
1033 3309 96675
1033 4799 47863
1034 2420 127925
1034 3644 111608
1034 4022 102338
1035 2193 122526
1035 8027 107237
1035 4315 35066
1035 2891 105301
1036 6085 102025
1036 9922 116812
1036 7628 188026
1036 8234 208211
1036 2152 129727
1037 2020 56537
1037 2866 160935
1037 4132 195954
1037 3826 18697
1038 3215 165119
1038 5104 8042
1038 6038 189390
1038 3848 190491
1039 3119 147590
1039 3214 151705
1040 2485 179315
1041 2141 16454
1041 4456 66290
1041 6460 203116
1042 1532 158947
1042 1546 148626
1042 5805 133943
1043 3878 143946
1043 5862 188667
1043 6432 52114
1043 6440 199082
1044 1985 34472
1044 9764 40344
1045 1805 62297
1045 7688 158174
1045 1481 95637
1045 5062 66434
1046 4689 65328
1046 6488 40051
1047 1057 87201
1047 2011 23027
1047 7569 154384
1047 6612 104695
1047 1068 204736
1048 3704 33660
1048 3801 76156
1048 3937 117764
1048 6990 96299
1049 4319 94620
1049 6392 64641
1050 1087 78981
1050 1168 106646
1050 1530 102585
1050 2092 40701
1050 2979 112547
1050 7372 26193
1051 1969 209315
1051 4300 42699
1051 7367 5535
1052 5600 85046
1052 8826 49158
1053 8629 203699
1053 3491 44117
1053 8680 51681
1054 8433 196891
1055 1182 76221
1055 5511 202241
1055 6826 100673
1055 8101 70542
1055 7286 147131
1055 7880 154999
1056 1194 20996
1056 5893 184627
1056 3576 177450
1056 4586 12615
1057 1322 199611
1057 7083 125362
1057 5414 71566
1057 1558 7674
1058 5768 123118
1058 6545 39205
1058 8579 198548
1059 4814 24027
1059 4815 110399
1060 1430 137916
1060 1639 197623
1060 2525 68356
1060 3748 210945
1060 7730 142222
1061 1726 37133
1061 1779 33654
1061 2748 149725
1061 9292 32754
1062 1904 17294
1063 1085 79399
1063 1982 102990
1063 9520 76924
1064 1463 55619
1064 1911 149486
1064 2536 196191
1064 4167 105000
1064 5648 150066
1065 1350 96623
1065 6541 55822
1065 4684 208008
1066 1401 109579
1066 3100 179186
1066 4497 70030
1066 7492 132206
1066 9942 10887
1066 6648 200930
1067 3487 205140
1067 7330 32836
1067 4775 74483
1067 3779 112555
1067 5835 64736
1068 1598 91937
1068 8812 3277
1069 1203 71209
1069 2079 196615
1069 2144 24966
1069 6235 5380
1069 8984 84780
1069 4366 177135
1069 2750 183677
1070 1578 24104
1070 1678 165688
1070 9964 43505
1071 1117 87639
1071 4552 124437
1071 5545 40536
1072 3917 92685
1072 2925 111366
1072 5675 79689
1073 1307 93953
1073 1528 152806
1073 2007 211757
1073 2068 118289
1073 4192 182360
1073 9075 125107
1074 6854 111486
1075 6153 173883
1075 8744 61960
1075 2572 48126
1076 3161 136782
1076 7365 13863
1076 5029 109563
1077 8326 160714
1077 8642 27748
1078 2475 41571
1078 4749 197702
1079 1159 168874
1079 1885 7437
1079 4323 190998
1079 7111 171470
1079 6422 84702
1080 3022 88971
1080 5572 69592
1080 7410 164020
1080 8925 95437
1080 1347 170554
1080 2746 56295
1081 3408 175169
1081 9877 144261
1081 5901 200796
1082 4071 166059
1082 5806 53830
1082 9833 174558
1082 2096 213591
1082 6980 32353
1083 1191 41424
1083 4673 173228
1083 8512 76271
1083 5038 149464
1084 5410 134137
1084 1873 110752
1084 3767 81633
1084 2424 45552
1084 5291 74867
1085 1816 183987
1085 3132 105267
1085 1134 99671
1085 3860 142330
1086 6583 119580
1086 1851 18542
1087 1994 39843
1087 9590 110296
1087 1669 171975
1087 2599 37125
1087 1131 170297
1087 3538 129506
1089 2697 28413
1089 5007 163818
1089 7729 107419
1089 6710 196687
1090 2576 76787
1090 8836 94371
1091 7331 175543
1091 6392 58473
1092 4374 74623
1093 1844 42777
1093 6563 110583
1093 6589 89520
1093 2566 80482
1094 1615 92677
1095 1157 157926
1095 1631 163584
1095 1742 199838
1095 2232 47960
1095 3616 150328
1095 3966 42642
1095 6061 110545
1095 9760 103713
1095 4966 173072
1096 2564 176622
1096 3311 128610
1096 8096 19331
1096 2978 12931
1097 1627 55880
1097 4856 171607
1097 8250 1879
1098 1869 168246
1098 5681 55012
1098 7643 17196
1098 7372 148683
1099 4188 9630
1099 7141 117100
1100 1180 100611
1100 3455 81370
1100 2450 141979
1101 2927 86954
1101 8575 141898
1101 6313 120300
1101 3163 6068
1102 1204 108187
1102 2424 111526
1102 8848 19174
1102 8831 121868
1102 4243 67297
1103 1421 175145
1103 1552 80326
1103 1963 206996
1103 7319 144245
1103 9674 98301
1103 1113 47292
1104 1211 132342
1104 3002 76694
1104 3254 20173
1104 7455 188812
1104 9277 100796
1104 3340 25648
1104 6822 102945
1105 4662 172217
1105 5731 188079
1106 1237 196406
1106 4236 44740
1106 5417 5866
1106 5300 170527
1107 1255 15511
1107 3420 73113
1107 4743 86784
1107 6606 45413
1107 2308 86165
1107 5348 89675
1108 3216 54889
1109 7357 72034
1109 7576 48246
1109 8637 162868
1109 9769 177564
1109 2184 94798
1110 1700 69143
1110 2565 103474
1110 4847 186162
1111 1121 6163
1111 1282 110809
1111 2136 190970
1111 6205 87539
1112 6819 203264
1112 7548 28328
1112 8735 102605
1112 8376 197316
1112 2766 110693
1113 9490 46268
1114 1764 117698
1114 4130 135513
1114 7639 100827
1114 8994 81930
1114 3201 109626
1114 9256 58979
1115 6348 152703
1115 3519 108488
1116 3584 211322
1116 3604 136419
1116 3960 140101
1117 2364 104861
1117 3689 22223
1117 7141 19747
1117 8278 15500
1118 6172 36055
1118 6697 83373
1118 1170 112553
1118 4832 39204
1119 2405 27275
1119 4477 46707
1120 2229 61843
1120 4506 101812
1120 8421 191089
1120 8020 6942
1121 1580 141279
1121 9702 9557
1121 5893 38757
1121 9190 90171
1122 2296 11701
1123 1326 154364
1123 1871 96724
1123 2921 161458
1123 4684 135460
1123 5694 163630
1123 6771 31862
1123 1360 130080
1124 9647 88555
1124 3489 191676
1124 9558 13908
1124 7560 123723
1124 9951 116168
1126 1813 48404
1126 7292 128652
1126 7265 123218
1126 4449 164159
1127 2112 188567
1127 7730 184744
1127 2298 155014
1127 9073 199528
1127 3925 112450
1128 3614 173111
1128 5389 73013
1128 8346 50059
1129 5478 205150
1129 6012 159768
1129 6123 150542
1130 1957 201851
1130 4538 214425
1130 9974 29913
1130 3178 126175
1131 1459 40275
1131 3424 186468
1131 8432 66655
1131 2648 150899
1131 2316 160787
1132 1518 150944
1132 3831 140490
1132 9716 148115
1132 7379 166246
1133 1143 116626
1133 1351 21883
1133 2696 51219
1133 5811 37031
1134 1382 93327
1135 1681 78506
1135 1934 88824
1135 2158 210036
1135 8669 203961
1135 2567 88057
1136 9756 198659
1136 1315 131400
1136 3744 30290
1137 2057 202712
1137 2662 166427
1137 3731 106713
1137 6817 186884
1137 8515 33847
1138 1209 38217
1138 1218 161892
1138 2099 87427
1138 5088 120259
1138 5366 132332
1138 7001 91858
1138 1627 21364
1138 1934 87447
1138 2333 139451
1139 1992 8289
1139 2486 190363
1139 3587 74106
1139 4250 70701
1139 3768 90481
1140 1735 178129
1140 2465 3412
1140 2650 26847
1141 4983 61000
1141 3923 174846
1141 1497 81778
1142 2610 67670
1142 5708 168485
1143 1820 82451
1143 2702 55434
1144 4519 111068
1144 7961 103622
1144 2255 15450
1146 7518 204412
1146 5173 16631
1146 5184 27222
1146 4253 11767
1147 1717 8122
1147 8025 154985
1147 8885 15786
1147 5541 74976
1147 6875 74300
1147 3061 68739
1148 7662 134499
1148 8979 113557
1148 3853 81747
1148 9519 77394
1148 1597 113755
1149 2912 128304
1149 5376 135721
1149 9633 24030
1150 2307 149462
1150 1953 145787
1150 7288 123045
1150 7837 92027
1150 9853 160662
1151 6493 3996
1152 1932 160536
1152 3316 137597
1152 9081 6773
1152 6368 43024
1152 3771 77506
1153 2116 122698
1153 3875 104858
1153 4990 18448
1153 4811 42459
1153 5981 695
1153 1404 187475
1154 3983 9015
1154 7908 100713
1154 5859 150351
1155 1285 113350
1155 3499 174123
1155 6691 32400
1155 2545 147884
1156 1556 53120
1156 3397 204138
1156 8602 199771
1156 4552 132185
1157 1504 46012
1157 1838 121019
1157 6508 112420
1157 5174 108867
1158 1415 79253
1158 1584 14029
1158 2289 97716
1158 7251 183073
1158 4381 144569
1158 4357 1097
1158 5177 33483
1159 5155 58019
1159 5656 57501
1159 2108 8394
1160 1713 81231
1160 2858 8097
1160 7538 38400
1160 8974 3475
1161 1346 1258
1161 2998 122151
1161 5807 197741
1161 2846 14681
1162 4394 158156
1162 9822 148075
1163 2518 142765
1163 3025 72141
1163 4129 115992
1163 7281 152620
1163 2816 100007
1164 7615 205424
1165 2004 74710
1165 2187 213294
